peppermint,dittany,lavender,ginger_root_width(mm),powdered_dragon_claw(mg),fluxweed(mg),drops_of_tree_wood_oil,fire_seed,rose_petal,daisy_root_width,daisy_root_height,water(ml),dragon_blood(ml),porcupine_quills,drops_of_red_wine,gillyweed(mg),honey(mg),morning_dew,ginger_root_height(mm),leech_juice(ml)
1.0,1.0,0.0,1653.0,18.0,9.0,1706.0,1.0,1.0,15.0,19.0,1585.0,2.7,4.0,13.0,16.0,4.1,0.0,944.0,150.0
1.0,1.0,1.0,862.0,11.0,7.0,457.0,0.0,0.0,4.0,11.0,1937.0,2.6,8.0,2.0,31.0,2.5,0.0,808.0,126.0
1.0,1.0,1.0,1519.0,17.0,6.0,1279.0,1.0,0.0,8.0,11.0,1887.0,2.6,18.0,14.0,16.0,4.4,0.0,1408.0,94.0
1.0,0.0,0.0,1057.0,15.0,7.0,3707.0,0.0,0.0,6.0,8.0,1059.0,2.5,15.0,6.0,7.0,4.1,0.0,418.0,156.0
0.0,0.0,0.0,898.0,14.0,5.0,3913.0,1.0,1.0,8.0,15.0,909.0,2.2,10.0,9.0,46.0,4.6,0.0,146.0,162.0
1.0,0.0,1.0,991.0,15.0,7.0,2109.0,1.0,1.0,14.0,15.0,637.0,2.3,14.0,3.0,52.0,2.6,0.0,195.0,99.0
1.0,1.0,1.0,1219.0,6.0,6.0,2194.0,0.0,1.0,9.0,11.0,1409.0,2.7,15.0,3.0,24.0,4.4,0.0,1174.0,106.0
0.0,0.0,0.0,1137.0,10.0,9.0,2068.0,0.0,1.0,2.0,11.0,685.0,2.1,17.0,9.0,32.0,4.1,0.0,929.0,199.0
1.0,1.0,0.0,1261.0,17.0,5.0,1957.0,0.0,1.0,6.0,11.0,1874.0,2.7,17.0,8.0,46.0,4.3,0.0,461.0,136.0
1.0,0.0,0.0,1503.0,14.0,4.0,3155.0,0.0,0.0,6.0,11.0,1177.0,2.1,14.0,12.0,27.0,2.6,0.0,139.0,147.0
1.0,1.0,1.0,513.0,2.0,4.0,3918.0,0.0,0.0,3.0,15.0,624.0,2.3,7.0,2.0,11.0,2.7,0.0,100.0,129.0
1.0,1.0,1.0,1925.0,2.0,8.0,3648.0,0.0,0.0,11.0,12.0,1926.0,2.9,18.0,2.0,61.0,4.6,0.0,1440.0,138.0
1.0,0.0,0.0,833.0,14.0,8.0,766.0,0.0,1.0,14.0,21.0,1167.0,2.2,17.0,13.0,43.0,4.4,0.0,566.0,180.0
1.0,1.0,1.0,1631.0,9.0,8.0,1799.0,0.0,0.0,7.0,21.0,1199.0,2.5,6.0,5.0,22.0,3.3,1.0,651.0,151.0
1.0,1.0,1.0,1108.0,12.0,3.0,3674.0,0.0,0.0,3.0,7.0,1891.0,3.0,5.0,7.0,33.0,4.8,1.0,172.0,134.0
0.0,0.0,0.0,1922.0,17.0,4.0,667.0,0.0,1.0,7.0,20.0,1271.0,2.8,7.0,16.0,54.0,3.3,0.0,1599.0,120.0
1.0,1.0,1.0,1520.0,6.0,4.0,1521.0,0.0,0.0,8.0,20.0,578.0,2.1,10.0,2.0,29.0,2.8,0.0,759.0,123.0
1.0,1.0,1.0,1274.0,5.0,7.0,492.0,1.0,0.0,3.0,9.0,1298.0,2.5,6.0,2.0,16.0,2.9,1.0,813.0,126.0
1.0,0.0,1.0,1447.0,13.0,8.0,3943.0,0.0,0.0,8.0,21.0,1780.0,2.5,15.0,2.0,25.0,2.5,0.0,1030.0,103.0
1.0,1.0,1.0,1978.0,21.0,10.0,3932.0,0.0,0.0,3.0,19.0,1088.0,2.1,20.0,2.0,26.0,4.7,1.0,1876.0,137.0
1.0,0.0,0.0,838.0,16.0,9.0,1101.0,0.0,1.0,3.0,19.0,1447.0,2.7,22.0,2.0,55.0,2.5,0.0,388.0,176.0
1.0,1.0,0.0,1420.0,19.0,8.0,3535.0,1.0,0.0,16.0,18.0,1795.0,2.5,17.0,12.0,14.0,3.8,1.0,1088.0,171.0
1.0,0.0,1.0,1546.0,12.0,5.0,3399.0,1.0,1.0,8.0,9.0,807.0,2.9,4.0,2.0,60.0,3.7,0.0,83.0,170.0
1.0,1.0,0.0,1530.0,21.0,3.0,2458.0,1.0,0.0,2.0,15.0,1349.0,2.3,15.0,12.0,58.0,3.5,1.0,400.0,97.0
0.0,1.0,0.0,830.0,15.0,8.0,2944.0,1.0,1.0,7.0,13.0,843.0,2.1,18.0,10.0,41.0,2.5,1.0,548.0,201.0
0.0,1.0,0.0,1882.0,22.0,3.0,1198.0,0.0,0.0,8.0,12.0,1406.0,2.9,7.0,18.0,46.0,4.1,0.0,1705.0,153.0
0.0,1.0,0.0,1529.0,4.0,6.0,2304.0,0.0,1.0,12.0,14.0,716.0,2.3,12.0,3.0,32.0,2.5,1.0,645.0,147.0
0.0,1.0,0.0,1431.0,19.0,7.0,545.0,0.0,1.0,9.0,10.0,1181.0,2.9,20.0,3.0,7.0,2.8,0.0,915.0,156.0
1.0,1.0,0.0,1922.0,4.0,8.0,2618.0,1.0,0.0,10.0,20.0,510.0,2.4,12.0,2.0,11.0,3.6,1.0,1421.0,164.0
1.0,0.0,1.0,1388.0,11.0,5.0,447.0,0.0,0.0,10.0,12.0,1801.0,2.6,12.0,3.0,32.0,3.0,1.0,619.0,125.0
0.0,0.0,0.0,697.0,14.0,3.0,1733.0,1.0,1.0,7.0,11.0,1847.0,2.3,8.0,12.0,63.0,2.5,0.0,294.0,98.0
1.0,1.0,1.0,761.0,12.0,4.0,3867.0,1.0,0.0,5.0,10.0,513.0,2.7,9.0,3.0,54.0,2.7,0.0,26.0,182.0
0.0,0.0,0.0,642.0,15.0,7.0,2255.0,0.0,0.0,10.0,12.0,1425.0,2.8,11.0,14.0,46.0,2.6,0.0,503.0,133.0
0.0,1.0,0.0,1698.0,13.0,8.0,3769.0,0.0,0.0,11.0,17.0,1524.0,2.7,18.0,6.0,23.0,4.2,0.0,535.0,164.0
1.0,0.0,1.0,2000.0,15.0,9.0,1805.0,1.0,0.0,6.0,7.0,1070.0,2.9,9.0,3.0,39.0,4.0,0.0,188.0,186.0
1.0,0.0,1.0,937.0,12.0,8.0,963.0,0.0,1.0,8.0,18.0,1065.0,2.9,7.0,2.0,33.0,4.5,1.0,297.0,97.0
1.0,0.0,1.0,1843.0,17.0,9.0,2288.0,1.0,1.0,10.0,21.0,1011.0,2.6,15.0,9.0,4.0,4.8,0.0,269.0,117.0
1.0,1.0,1.0,1125.0,21.0,7.0,3449.0,0.0,1.0,13.0,16.0,1851.0,2.4,21.0,9.0,17.0,4.3,0.0,608.0,146.0
0.0,0.0,0.0,683.0,2.0,9.0,708.0,1.0,1.0,11.0,14.0,1069.0,2.5,18.0,2.0,60.0,3.7,1.0,81.0,137.0
1.0,1.0,1.0,793.0,12.0,4.0,3726.0,1.0,1.0,17.0,18.0,1885.0,2.5,22.0,8.0,32.0,4.7,1.0,533.0,97.0
0.0,1.0,0.0,885.0,20.0,7.0,3050.0,1.0,1.0,5.0,12.0,1020.0,2.1,4.0,9.0,65.0,2.7,0.0,858.0,157.0
0.0,1.0,0.0,1547.0,3.0,10.0,621.0,1.0,0.0,5.0,7.0,1061.0,2.7,20.0,2.0,52.0,2.5,1.0,521.0,184.0
1.0,0.0,1.0,1800.0,9.0,10.0,3350.0,1.0,1.0,18.0,20.0,1889.0,2.2,18.0,8.0,19.0,5.0,1.0,1174.0,128.0
1.0,0.0,0.0,876.0,9.0,6.0,1554.0,1.0,0.0,10.0,12.0,1779.0,2.2,12.0,2.0,17.0,4.2,1.0,555.0,102.0
1.0,0.0,1.0,744.0,17.0,4.0,2929.0,0.0,0.0,8.0,17.0,638.0,2.9,5.0,10.0,30.0,2.5,0.0,150.0,154.0
0.0,0.0,0.0,924.0,8.0,6.0,772.0,0.0,1.0,3.0,14.0,773.0,3.0,22.0,5.0,27.0,2.5,1.0,329.0,88.0
1.0,0.0,1.0,564.0,11.0,3.0,1643.0,0.0,1.0,4.0,9.0,1621.0,2.4,15.0,4.0,23.0,3.9,0.0,48.0,140.0
0.0,1.0,0.0,1760.0,17.0,4.0,280.0,1.0,1.0,5.0,18.0,864.0,2.4,13.0,5.0,25.0,2.8,0.0,795.0,167.0
0.0,1.0,0.0,1508.0,14.0,10.0,2918.0,1.0,0.0,13.0,18.0,1929.0,2.4,20.0,5.0,13.0,2.9,1.0,493.0,192.0
0.0,0.0,0.0,1783.0,10.0,3.0,1630.0,0.0,0.0,5.0,11.0,773.0,2.7,8.0,4.0,64.0,4.9,1.0,1711.0,108.0
1.0,0.0,1.0,1221.0,4.0,5.0,1834.0,0.0,0.0,10.0,17.0,1616.0,2.1,13.0,3.0,11.0,3.2,0.0,175.0,163.0
1.0,0.0,0.0,655.0,21.0,10.0,3229.0,0.0,1.0,8.0,14.0,967.0,3.0,10.0,17.0,55.0,2.5,0.0,299.0,133.0
1.0,1.0,1.0,1901.0,21.0,9.0,2640.0,0.0,0.0,18.0,21.0,1223.0,2.4,16.0,9.0,37.0,4.3,1.0,767.0,154.0
1.0,0.0,1.0,1301.0,5.0,9.0,3867.0,1.0,1.0,9.0,12.0,1962.0,2.3,13.0,3.0,63.0,4.3,0.0,207.0,88.0
1.0,1.0,0.0,1996.0,9.0,10.0,1697.0,0.0,0.0,8.0,15.0,1643.0,2.7,19.0,8.0,50.0,3.1,0.0,226.0,99.0
1.0,0.0,1.0,1718.0,8.0,7.0,2605.0,1.0,1.0,4.0,13.0,565.0,2.9,11.0,4.0,43.0,2.5,1.0,1265.0,147.0
1.0,0.0,0.0,1927.0,20.0,10.0,859.0,0.0,1.0,6.0,14.0,1989.0,2.7,8.0,2.0,52.0,3.9,1.0,962.0,121.0
0.0,0.0,0.0,1439.0,22.0,8.0,2315.0,0.0,0.0,3.0,16.0,1786.0,2.4,13.0,6.0,43.0,3.6,1.0,612.0,166.0
1.0,1.0,1.0,981.0,13.0,5.0,2653.0,1.0,1.0,7.0,17.0,1058.0,2.7,5.0,10.0,39.0,4.1,1.0,916.0,103.0
1.0,0.0,1.0,561.0,13.0,7.0,1976.0,1.0,1.0,12.0,14.0,654.0,2.7,14.0,11.0,19.0,4.4,0.0,79.0,175.0
1.0,1.0,1.0,1199.0,13.0,3.0,3899.0,1.0,1.0,12.0,14.0,1985.0,2.6,12.0,8.0,29.0,3.2,1.0,372.0,127.0
1.0,1.0,1.0,521.0,4.0,9.0,3489.0,1.0,0.0,8.0,17.0,616.0,2.2,13.0,2.0,60.0,3.7,1.0,24.0,130.0
0.0,0.0,0.0,1390.0,4.0,9.0,1776.0,0.0,0.0,2.0,14.0,1709.0,2.8,12.0,2.0,43.0,3.4,0.0,1333.0,82.0
1.0,1.0,1.0,1668.0,7.0,6.0,1531.0,1.0,1.0,10.0,15.0,1478.0,2.1,5.0,2.0,57.0,3.2,0.0,1643.0,173.0
1.0,0.0,1.0,1815.0,8.0,10.0,1622.0,1.0,0.0,17.0,19.0,926.0,2.3,14.0,2.0,49.0,2.5,0.0,110.0,169.0
1.0,0.0,1.0,1153.0,2.0,5.0,631.0,0.0,0.0,5.0,7.0,1389.0,2.5,13.0,2.0,63.0,2.5,1.0,787.0,100.0
0.0,0.0,0.0,1519.0,12.0,6.0,529.0,0.0,0.0,2.0,12.0,769.0,2.7,17.0,6.0,30.0,3.5,1.0,346.0,177.0
0.0,0.0,0.0,1899.0,12.0,8.0,1695.0,0.0,0.0,4.0,8.0,512.0,2.1,7.0,2.0,35.0,4.6,1.0,1054.0,112.0
1.0,1.0,1.0,1928.0,20.0,3.0,1326.0,1.0,0.0,2.0,19.0,1755.0,2.1,19.0,2.0,33.0,2.5,0.0,1592.0,136.0
1.0,1.0,1.0,539.0,9.0,9.0,2217.0,1.0,0.0,5.0,11.0,540.0,2.3,19.0,2.0,27.0,3.1,1.0,457.0,165.0
1.0,0.0,1.0,1739.0,6.0,7.0,2062.0,1.0,0.0,8.0,21.0,1579.0,2.3,14.0,2.0,44.0,2.5,0.0,1047.0,199.0
0.0,1.0,0.0,1304.0,17.0,10.0,3134.0,1.0,0.0,9.0,10.0,882.0,2.5,8.0,3.0,46.0,2.5,1.0,438.0,174.0
1.0,0.0,0.0,1912.0,17.0,6.0,552.0,1.0,0.0,10.0,14.0,1070.0,2.5,8.0,11.0,53.0,2.7,1.0,1407.0,126.0
1.0,0.0,1.0,988.0,18.0,10.0,2565.0,0.0,0.0,19.0,21.0,1184.0,2.5,21.0,9.0,10.0,2.5,0.0,277.0,140.0
1.0,0.0,0.0,1135.0,10.0,7.0,659.0,1.0,1.0,5.0,9.0,1618.0,2.1,4.0,5.0,54.0,4.3,1.0,153.0,102.0
1.0,1.0,1.0,1784.0,20.0,3.0,1243.0,0.0,1.0,5.0,14.0,894.0,2.4,11.0,2.0,49.0,2.5,0.0,657.0,96.0
1.0,1.0,1.0,1207.0,12.0,10.0,464.0,1.0,0.0,9.0,20.0,1345.0,2.9,13.0,7.0,16.0,4.4,1.0,1065.0,83.0
1.0,0.0,1.0,1294.0,21.0,3.0,1203.0,0.0,0.0,14.0,16.0,670.0,2.3,6.0,4.0,50.0,4.3,1.0,197.0,116.0
1.0,0.0,1.0,1968.0,7.0,10.0,2729.0,0.0,0.0,10.0,17.0,1873.0,2.4,13.0,6.0,43.0,4.1,0.0,277.0,146.0
1.0,1.0,1.0,930.0,4.0,4.0,3080.0,0.0,1.0,3.0,12.0,1067.0,2.7,20.0,2.0,16.0,2.5,0.0,190.0,91.0
0.0,1.0,0.0,1160.0,15.0,4.0,491.0,1.0,0.0,13.0,17.0,1610.0,2.4,10.0,9.0,30.0,3.8,0.0,1015.0,185.0
0.0,0.0,0.0,845.0,12.0,7.0,1097.0,0.0,1.0,14.0,16.0,952.0,2.1,15.0,11.0,57.0,2.5,1.0,776.0,158.0
1.0,0.0,0.0,1479.0,10.0,8.0,3773.0,1.0,0.0,8.0,17.0,1679.0,2.7,14.0,6.0,13.0,3.8,0.0,273.0,126.0
1.0,0.0,1.0,710.0,5.0,3.0,3686.0,1.0,0.0,10.0,17.0,1324.0,2.1,8.0,3.0,37.0,4.3,0.0,445.0,159.0
1.0,0.0,0.0,1548.0,9.0,4.0,1838.0,0.0,1.0,13.0,14.0,1996.0,2.4,20.0,7.0,7.0,2.7,0.0,88.0,191.0
1.0,1.0,0.0,1866.0,18.0,4.0,570.0,0.0,0.0,17.0,19.0,777.0,2.7,13.0,5.0,48.0,3.0,1.0,864.0,161.0
0.0,0.0,0.0,1719.0,5.0,3.0,1248.0,1.0,1.0,4.0,14.0,1781.0,2.8,22.0,4.0,7.0,4.6,1.0,1227.0,92.0
1.0,0.0,1.0,1471.0,20.0,9.0,3155.0,1.0,1.0,4.0,10.0,923.0,2.1,13.0,14.0,12.0,4.2,1.0,1274.0,172.0
0.0,1.0,0.0,509.0,9.0,10.0,1726.0,1.0,1.0,12.0,14.0,1975.0,2.8,10.0,5.0,23.0,2.5,0.0,129.0,97.0
1.0,1.0,0.0,1703.0,4.0,10.0,645.0,0.0,0.0,3.0,19.0,1916.0,2.6,10.0,3.0,37.0,2.7,0.0,944.0,120.0
0.0,1.0,0.0,1229.0,9.0,7.0,3316.0,1.0,1.0,9.0,11.0,1768.0,2.6,19.0,3.0,18.0,2.5,0.0,127.0,143.0
1.0,1.0,1.0,1746.0,9.0,10.0,2088.0,1.0,1.0,2.0,12.0,1025.0,2.2,21.0,7.0,32.0,4.3,1.0,7.0,82.0
1.0,0.0,1.0,1613.0,19.0,9.0,900.0,0.0,1.0,10.0,18.0,986.0,2.8,15.0,15.0,44.0,2.5,1.0,1038.0,100.0
1.0,0.0,1.0,1053.0,4.0,8.0,1915.0,1.0,1.0,9.0,14.0,1931.0,3.0,8.0,2.0,21.0,2.5,1.0,351.0,165.0
1.0,1.0,0.0,1966.0,16.0,10.0,3185.0,1.0,1.0,2.0,7.0,624.0,2.8,6.0,14.0,13.0,3.9,1.0,762.0,195.0
1.0,1.0,1.0,1860.0,3.0,9.0,3035.0,0.0,1.0,10.0,11.0,1316.0,2.8,19.0,2.0,42.0,4.2,1.0,330.0,118.0
1.0,0.0,0.0,1555.0,4.0,10.0,2612.0,0.0,0.0,5.0,10.0,1813.0,2.2,15.0,2.0,35.0,4.9,1.0,1101.0,134.0
1.0,1.0,1.0,1178.0,6.0,3.0,1391.0,0.0,0.0,10.0,19.0,985.0,2.9,10.0,2.0,55.0,3.8,1.0,1003.0,189.0
0.0,1.0,0.0,1197.0,11.0,7.0,2177.0,0.0,1.0,6.0,16.0,510.0,2.7,16.0,3.0,52.0,3.3,0.0,104.0,84.0
0.0,0.0,0.0,768.0,13.0,5.0,2041.0,0.0,0.0,8.0,13.0,819.0,2.5,21.0,2.0,13.0,3.3,1.0,724.0,146.0
1.0,0.0,1.0,809.0,11.0,8.0,826.0,0.0,0.0,20.0,21.0,1193.0,2.8,9.0,8.0,48.0,2.8,0.0,44.0,91.0
1.0,0.0,1.0,1236.0,2.0,10.0,2579.0,0.0,0.0,18.0,19.0,966.0,2.7,7.0,2.0,24.0,4.0,1.0,227.0,88.0
1.0,0.0,0.0,509.0,18.0,3.0,586.0,1.0,0.0,11.0,13.0,909.0,2.2,8.0,5.0,44.0,3.4,0.0,173.0,153.0
1.0,1.0,0.0,1181.0,21.0,5.0,3618.0,0.0,1.0,7.0,15.0,1139.0,3.0,14.0,20.0,9.0,3.0,1.0,944.0,198.0
1.0,0.0,0.0,1724.0,17.0,10.0,1075.0,0.0,1.0,6.0,8.0,1172.0,2.4,10.0,6.0,32.0,3.2,1.0,29.0,85.0
1.0,1.0,1.0,983.0,14.0,3.0,2688.0,0.0,0.0,9.0,13.0,1866.0,2.7,20.0,10.0,48.0,3.4,1.0,170.0,180.0
1.0,1.0,1.0,1997.0,14.0,6.0,2319.0,0.0,0.0,2.0,8.0,769.0,2.5,14.0,9.0,12.0,2.8,1.0,519.0,109.0
1.0,1.0,1.0,662.0,6.0,3.0,3133.0,1.0,0.0,5.0,10.0,1870.0,2.2,9.0,2.0,44.0,4.0,1.0,349.0,171.0
1.0,1.0,1.0,1688.0,9.0,10.0,3827.0,1.0,0.0,13.0,14.0,868.0,2.5,4.0,7.0,48.0,2.5,1.0,694.0,181.0
1.0,0.0,1.0,937.0,19.0,4.0,1085.0,0.0,0.0,13.0,18.0,953.0,2.6,18.0,8.0,17.0,2.5,1.0,856.0,83.0
0.0,1.0,0.0,1648.0,3.0,7.0,3612.0,1.0,0.0,9.0,15.0,1192.0,2.2,11.0,2.0,42.0,4.0,0.0,1401.0,95.0
1.0,1.0,1.0,1379.0,3.0,9.0,1893.0,0.0,1.0,15.0,21.0,729.0,3.0,9.0,2.0,34.0,3.5,0.0,815.0,133.0
1.0,0.0,1.0,1610.0,7.0,4.0,688.0,0.0,0.0,8.0,10.0,1648.0,2.6,13.0,5.0,27.0,4.5,1.0,213.0,202.0
0.0,1.0,0.0,1059.0,18.0,5.0,3705.0,1.0,1.0,3.0,15.0,605.0,2.7,11.0,5.0,37.0,4.5,0.0,694.0,128.0
1.0,1.0,1.0,1355.0,15.0,5.0,1256.0,1.0,1.0,11.0,17.0,668.0,2.4,11.0,9.0,56.0,2.5,1.0,60.0,83.0
1.0,0.0,1.0,1802.0,9.0,9.0,1831.0,1.0,0.0,19.0,20.0,1604.0,2.1,15.0,2.0,37.0,3.6,0.0,1327.0,101.0
1.0,1.0,0.0,1533.0,17.0,5.0,1734.0,0.0,0.0,4.0,8.0,1333.0,2.9,13.0,10.0,57.0,2.5,0.0,1164.0,148.0
1.0,1.0,1.0,678.0,15.0,7.0,2975.0,0.0,1.0,3.0,13.0,1967.0,2.5,22.0,6.0,31.0,2.5,1.0,586.0,151.0
0.0,0.0,0.0,1562.0,3.0,10.0,2379.0,1.0,1.0,10.0,20.0,1153.0,2.6,15.0,2.0,33.0,4.9,1.0,1024.0,130.0
1.0,1.0,0.0,1057.0,22.0,8.0,621.0,1.0,0.0,6.0,9.0,1961.0,2.7,10.0,7.0,20.0,2.5,1.0,67.0,193.0
1.0,0.0,1.0,1376.0,9.0,3.0,1569.0,0.0,0.0,4.0,17.0,1969.0,2.6,9.0,2.0,48.0,2.5,1.0,520.0,201.0
1.0,1.0,0.0,623.0,18.0,8.0,2983.0,1.0,1.0,8.0,17.0,963.0,2.3,9.0,12.0,53.0,3.5,1.0,556.0,154.0
1.0,0.0,0.0,566.0,5.0,10.0,735.0,0.0,0.0,2.0,17.0,1530.0,2.2,16.0,4.0,39.0,4.4,1.0,308.0,158.0
1.0,0.0,1.0,1953.0,5.0,3.0,576.0,1.0,1.0,4.0,12.0,1822.0,2.6,20.0,2.0,66.0,3.7,1.0,1159.0,163.0
1.0,0.0,0.0,701.0,12.0,4.0,2475.0,1.0,0.0,13.0,18.0,1626.0,2.4,4.0,10.0,30.0,3.6,0.0,691.0,152.0
1.0,0.0,1.0,1572.0,5.0,5.0,2957.0,1.0,0.0,6.0,12.0,704.0,2.7,21.0,4.0,11.0,4.6,0.0,506.0,143.0
1.0,1.0,1.0,1432.0,4.0,9.0,2031.0,0.0,1.0,7.0,12.0,539.0,2.3,14.0,3.0,57.0,4.0,1.0,1043.0,105.0
1.0,1.0,0.0,605.0,7.0,10.0,2456.0,0.0,0.0,2.0,16.0,1239.0,2.1,10.0,4.0,29.0,2.5,1.0,276.0,89.0
0.0,0.0,0.0,1031.0,3.0,6.0,3244.0,1.0,1.0,3.0,12.0,1339.0,2.7,22.0,2.0,7.0,4.7,1.0,163.0,202.0
1.0,0.0,1.0,869.0,14.0,6.0,1345.0,0.0,1.0,3.0,7.0,515.0,2.1,11.0,8.0,46.0,2.5,1.0,621.0,188.0
1.0,0.0,0.0,986.0,20.0,3.0,2507.0,0.0,0.0,6.0,17.0,598.0,2.6,17.0,10.0,48.0,3.4,1.0,955.0,167.0
1.0,0.0,1.0,905.0,21.0,6.0,3634.0,0.0,1.0,10.0,19.0,1136.0,2.4,21.0,4.0,15.0,2.9,1.0,20.0,94.0
1.0,1.0,1.0,1385.0,17.0,9.0,1167.0,1.0,0.0,8.0,21.0,924.0,2.9,6.0,3.0,37.0,3.5,1.0,1018.0,190.0
0.0,1.0,0.0,1641.0,6.0,7.0,796.0,0.0,0.0,7.0,13.0,1452.0,2.6,11.0,3.0,33.0,4.1,1.0,1575.0,116.0
1.0,0.0,1.0,802.0,5.0,10.0,2387.0,0.0,1.0,11.0,18.0,988.0,2.8,21.0,3.0,25.0,3.5,0.0,473.0,185.0
1.0,1.0,1.0,1440.0,9.0,7.0,2940.0,0.0,1.0,2.0,8.0,578.0,2.2,7.0,4.0,12.0,4.8,1.0,515.0,186.0
1.0,1.0,1.0,954.0,16.0,8.0,1950.0,1.0,0.0,3.0,15.0,1076.0,2.9,20.0,4.0,11.0,4.4,1.0,948.0,105.0
1.0,1.0,1.0,1376.0,11.0,8.0,1511.0,0.0,1.0,13.0,17.0,707.0,2.9,20.0,7.0,59.0,2.5,1.0,1116.0,157.0
1.0,0.0,1.0,1319.0,10.0,4.0,970.0,0.0,0.0,4.0,8.0,761.0,2.3,4.0,5.0,41.0,4.5,0.0,112.0,164.0
1.0,1.0,1.0,519.0,21.0,3.0,3390.0,1.0,1.0,6.0,8.0,1710.0,2.1,18.0,20.0,51.0,4.4,1.0,235.0,111.0
1.0,0.0,0.0,954.0,20.0,9.0,1318.0,0.0,0.0,3.0,10.0,1974.0,2.4,10.0,11.0,16.0,4.9,1.0,295.0,198.0
0.0,0.0,0.0,1508.0,18.0,6.0,3920.0,0.0,1.0,4.0,11.0,1862.0,2.6,10.0,17.0,25.0,4.3,1.0,1364.0,164.0
1.0,0.0,1.0,726.0,2.0,6.0,2159.0,0.0,1.0,8.0,10.0,869.0,2.1,20.0,2.0,59.0,3.5,0.0,291.0,161.0
0.0,0.0,0.0,1964.0,4.0,4.0,3378.0,1.0,0.0,2.0,9.0,1566.0,2.7,9.0,3.0,44.0,3.5,1.0,1621.0,110.0
0.0,1.0,0.0,1210.0,18.0,4.0,2738.0,1.0,1.0,3.0,11.0,1810.0,2.5,10.0,3.0,33.0,2.5,0.0,716.0,94.0
0.0,0.0,0.0,1342.0,3.0,3.0,714.0,1.0,1.0,7.0,19.0,1446.0,2.9,12.0,2.0,8.0,4.1,0.0,1276.0,105.0
1.0,0.0,0.0,1181.0,17.0,6.0,2846.0,0.0,0.0,7.0,9.0,642.0,2.1,20.0,2.0,22.0,2.6,1.0,712.0,165.0
1.0,1.0,1.0,1840.0,22.0,6.0,3883.0,1.0,1.0,12.0,16.0,1597.0,2.7,11.0,2.0,46.0,2.8,0.0,1026.0,87.0
1.0,1.0,0.0,644.0,12.0,9.0,2973.0,0.0,0.0,10.0,14.0,1484.0,2.2,14.0,4.0,50.0,2.5,1.0,636.0,144.0
1.0,1.0,1.0,1171.0,14.0,10.0,3338.0,1.0,0.0,6.0,8.0,1163.0,2.6,16.0,2.0,23.0,3.3,0.0,310.0,128.0
1.0,1.0,0.0,1730.0,9.0,6.0,2928.0,1.0,0.0,15.0,19.0,950.0,2.3,11.0,8.0,20.0,3.5,1.0,342.0,121.0
1.0,1.0,0.0,1258.0,13.0,5.0,1758.0,0.0,1.0,5.0,8.0,703.0,2.5,19.0,9.0,17.0,2.7,1.0,1004.0,162.0
1.0,0.0,1.0,1008.0,4.0,6.0,2298.0,1.0,1.0,2.0,14.0,795.0,2.4,7.0,3.0,66.0,4.8,1.0,820.0,181.0
1.0,1.0,1.0,1366.0,3.0,9.0,1940.0,0.0,0.0,13.0,17.0,1562.0,2.8,18.0,2.0,24.0,4.3,1.0,747.0,171.0
1.0,1.0,1.0,802.0,19.0,7.0,2343.0,0.0,1.0,3.0,12.0,845.0,2.1,22.0,3.0,58.0,2.5,1.0,142.0,149.0
0.0,0.0,0.0,1604.0,16.0,3.0,2264.0,0.0,0.0,17.0,18.0,620.0,2.2,6.0,10.0,18.0,2.6,1.0,1107.0,145.0
1.0,0.0,1.0,1566.0,16.0,8.0,2515.0,0.0,0.0,10.0,12.0,1878.0,2.3,18.0,12.0,42.0,2.5,1.0,548.0,88.0
0.0,1.0,0.0,958.0,5.0,9.0,588.0,0.0,0.0,11.0,12.0,1573.0,2.9,6.0,3.0,32.0,4.9,1.0,807.0,152.0
0.0,0.0,0.0,949.0,2.0,8.0,2038.0,1.0,1.0,3.0,7.0,1451.0,2.6,12.0,2.0,54.0,2.5,1.0,213.0,107.0
1.0,1.0,1.0,834.0,9.0,5.0,3901.0,0.0,0.0,6.0,7.0,1845.0,2.8,8.0,3.0,64.0,4.8,0.0,23.0,106.0
1.0,0.0,0.0,1540.0,12.0,10.0,2461.0,1.0,1.0,3.0,16.0,747.0,2.8,18.0,7.0,37.0,2.6,1.0,91.0,104.0
1.0,0.0,0.0,1310.0,4.0,9.0,785.0,0.0,1.0,10.0,12.0,1647.0,2.7,22.0,3.0,23.0,3.8,0.0,899.0,125.0
1.0,1.0,1.0,714.0,11.0,6.0,2324.0,0.0,1.0,10.0,21.0,1946.0,2.5,9.0,3.0,28.0,2.5,0.0,315.0,94.0
1.0,1.0,1.0,1855.0,11.0,6.0,1790.0,1.0,0.0,13.0,15.0,1506.0,2.3,15.0,9.0,27.0,3.9,0.0,397.0,154.0
1.0,1.0,1.0,895.0,11.0,4.0,3943.0,0.0,0.0,4.0,8.0,1314.0,2.6,15.0,7.0,12.0,3.3,1.0,97.0,165.0
1.0,0.0,0.0,941.0,16.0,3.0,1643.0,0.0,1.0,10.0,16.0,1127.0,2.4,14.0,12.0,25.0,4.7,1.0,776.0,119.0
1.0,1.0,0.0,1413.0,11.0,9.0,577.0,1.0,1.0,10.0,17.0,875.0,2.6,9.0,8.0,10.0,2.5,0.0,1259.0,154.0
